book_id,book_name,name,code,parent_code,type,url
protec_book_10001,ЗАГАЛЬНІ ВИМОГИ СТОСОВНО ЗАБЕЗПЕЧЕННЯ РОБОТОДАВЦЯМИ ОХОРОНИ ПРАЦІ ПРАЦІВНИКІВ,2. Додаткові вимоги до робочих зон у приміщеннях,10001_100021,10001_100015,folder,
protec_book_10001,ЗАГАЛЬНІ ВИМОГИ СТОСОВНО ЗАБЕЗПЕЧЕННЯ РОБОТОДАВЦЯМИ ОХОРОНИ ПРАЦІ ПРАЦІВНИКІВ,2.1.,10001_100022,10001_100021,lesson,../protec_book_10001/content/10001_100022.html
protec_book_10001,ЗАГАЛЬНІ ВИМОГИ СТОСОВНО ЗАБЕЗПЕЧЕННЯ РОБОТОДАВЦЯМИ ОХОРОНИ ПРАЦІ ПРАЦІВНИКІВ,2.2.,10001_100023,10001_100021,lesson,../protec_book_10001/content/10001_100023.html
protec_book_10001,ЗАГАЛЬНІ ВИМОГИ СТОСОВНО ЗАБЕЗПЕЧЕННЯ РОБОТОДАВЦЯМИ ОХОРОНИ ПРАЦІ ПРАЦІВНИКІВ,2.3.,10001_100024,10001_100021,lesson,../protec_book_10001/content/10001_100024.html
protec_book_10001,ЗАГАЛЬНІ ВИМОГИ СТОСОВНО ЗАБЕЗПЕЧЕННЯ РОБОТОДАВЦЯМИ ОХОРОНИ ПРАЦІ ПРАЦІВНИКІВ,2.4.,10001_100025,10001_100021,lesson,../protec_book_10001/content/10001_100025.html
protec_book_10001,ЗАГАЛЬНІ ВИМОГИ СТОСОВНО ЗАБЕЗПЕЧЕННЯ РОБОТОДАВЦЯМИ ОХОРОНИ ПРАЦІ ПРАЦІВНИКІВ,2.5.,10001_100026,10001_100021,lesson,../protec_book_10001/content/10001_100026.html
protec_book_10001,ЗАГАЛЬНІ ВИМОГИ СТОСОВНО ЗАБЕЗПЕЧЕННЯ РОБОТОДАВЦЯМИ ОХОРОНИ ПРАЦІ ПРАЦІВНИКІВ,2.6.,10001_100027,10001_100021,lesson,../protec_book_10001/content/10001_100027.html
protec_book_10001,ЗАГАЛЬНІ ВИМОГИ СТОСОВНО ЗАБЕЗПЕЧЕННЯ РОБОТОДАВЦЯМИ ОХОРОНИ ПРАЦІ ПРАЦІВНИКІВ,2.7.,10001_100028,10001_100021,lesson,../protec_book_10001/content/10001_100028.html
protec_book_10001,ЗАГАЛЬНІ ВИМОГИ СТОСОВНО ЗАБЕЗПЕЧЕННЯ РОБОТОДАВЦЯМИ ОХОРОНИ ПРАЦІ ПРАЦІВНИКІВ,2.8.,10001_100029,10001_100021,lesson,../protec_book_10001/content/10001_100029.html
protec_book_10001,ЗАГАЛЬНІ ВИМОГИ СТОСОВНО ЗАБЕЗПЕЧЕННЯ РОБОТОДАВЦЯМИ ОХОРОНИ ПРАЦІ ПРАЦІВНИКІВ,2.9.,10001_100030,10001_100021,lesson,../protec_book_10001/content/10001_100030.html
protec_book_10001,ЗАГАЛЬНІ ВИМОГИ СТОСОВНО ЗАБЕЗПЕЧЕННЯ РОБОТОДАВЦЯМИ ОХОРОНИ ПРАЦІ ПРАЦІВНИКІВ,2.10.,10001_100031,10001_100021,lesson,../protec_book_10001/content/10001_100031.html
protec_book_10001,ЗАГАЛЬНІ ВИМОГИ СТОСОВНО ЗАБЕЗПЕЧЕННЯ РОБОТОДАВЦЯМИ ОХОРОНИ ПРАЦІ ПРАЦІВНИКІВ,3. Додаткові вимоги до робочих зон на відкритому повітрі,10001_100032,10001_100015,folder,
